Title,URL,Content,Category
Former President Rodrigo Duterte arrested on orders of the International Criminal Court!,https://www.getrealphilippines.com/2025/03/former-president-rodrigo-duterte-arrested-on-orders-of-the-international-criminal-court/,"So former Philippine President Rodrigo Duterte was arrested today on the back of a warrant issued by the International Criminal Court (ICC). The arrest was effected at Manila’s Ninoy Aquino International Airport as Duterte returned from a trip to Hong Kong. This follows widespread speculation propagated by detractors — mostly members of the Yellowtard-Communist Axis — that Duterte was there to evade this arrest.
So what happens now? It seems that very little is within the control of Filipinos or their government from hereon. An Inquirer report points out that the ICC “has jurisdiction over individuals who bear criminal responsibility for the most serious crimes of concern to the international community: war crimes, crimes against humanity, genocide, and the crime of aggression.”
Once an order for surrender is issued, the person is delivered to the Court, and held at the Detention Centre in The Hague. The ICC Detention Centre operates in conformity with the highest international human rights standards for the treatment of detainees.
What do Duterte’s supporters plan to do? That remains uncertain too. It is likely that the usual indignation activities, various forms of protest rallies, social media storms, and other similar initiatives are the only options left for them. For his part, current President Bongbong Marcos whose father was given a hero’s burial under Duterte’s administration is doing a Pontius Pilate.
As predicted, the Philippines has once again assumed the all-too-familiar position as welcome mat to Western foreign powers’ preferred world order and the agents of institutions they lend legitimacy to.
As I wrote sometime back…
The fact is, the Philippines risks huge loss of reputation if it subjects itself to an ICC “investigation”. In southeast Asia it is only the Philippines and East Timor that had, at one time or another, been parties to the Rome Statute. Not that there’s anything wrong with being an African country but being the first Southeast Asian nation to succumb to the “authority” of the ICC will make Philippines come across like one of those dysfunctional states in that continent. It seems, members of the Yellowtard-Communist Axis are willing to burn an entire house down just to kill a couple of rats. And then there is the issue of convincing an electorate that said rats actually are rats.
Perhaps Duterte did commit all those crimes he is accused of and, now, in the custody of a foreign “court” for. But, see, that is something that should have been left to Filipinos to investigate and account for within their own country’s legal frame and criminal justice processes. Sadly that opportunity for the Filipino people to demonstrate a sovereign capacity to sort themselves out under their own terms has eluded them again and laid bare their continued beholdenness to all things colonial.",Others
"Apart from Bamban Mayor Alice Guo, We Have Foreign Meddling in a Boracay Property Dispute Too? (Part One)",https://www.getrealphilippines.com/2024/05/apart-from-bamban-mayor-alice-guo-we-have-foreign-meddling-in-a-boracay-property-dispute-too/,"I’d say the Philippines has more than enough to contend with in as far as foreign meddling is concerned.
Having watched and read news of Bamban Mayor Alice Guo’s now questionable citizenship and alleged connection with illegal activities in a POGO (Philippine Offshore Gaming Operator) sitting on property in her town, I feel drawn towards the impression that the Duterte Administration was operating the Philippines more like a brothel house solely for his Chinese national cronies rather than protecting and serving the welfare  and interests of the Filipino people.
Foreign meddling seems like an abstract concept until one considers the victims of the crime and corruption of POGO operations. In the case of the Bamban POGO, the victims were people who were lured into human trafficking or tricked out of their money through various scams. (If illegal drugs, torture, and killings somehow came into the picture, I wouldn’t be surprised because who knows what really happens in these POGO enclaves.)
Over in Boracay, a resort town on an island North of Panay, is another sort of meddling by a 73 year old British national who makes it appear on social media that he is legally operating a media enterprise of a sort in the Philippines. Although, how he could manage to do that in a country that restricts the foreign ownership of mass media is unclear to me at this point.
The Philippine Constitution limits the ownership and management of mass media to citizens of the Philippines or corporations, cooperatives, or associations that are wholly-owned and managed by citizens.
The 12th Regular Foreign Investment Negative List (RFINL) issued in June 2022 prohibits foreign equity in mass media, except for recording and internet. The Anti-Dummy Law (ADL) also prohibits foreigners from being appointed to management positions in nationalized or partly nationalized businesses.
Foreign journalists and newsmen need to apply for a temporary visitor’s visa to visit the Philippines. They will need to provide a curriculum vitae, work credits, sample article, media organization background, administrative arrangements, equipment list, flight details, and photographs.
To operate media enterprises in the Philippines, foreign media must apply for an IPC Accreditation Form and Bio-data/General Application Form for Special Work Permit at the Bureau of Immigration and Deportation (BID). Each crew member will need to pay P6,440.00 plus P60.
As for engaging in advertising and promotions, Section 11, Article XVI, 1987 Constitution. “xxx Only Filipino citizens or corporations or associations at least seventy per centum of the capital of which is owned by such citizens shall be allowed to engage in the advertising industry
Thing is a simple search on Facebook reveals a multitude of posts of him promoting events and places in Boracay. Below are just two recent posts by Jeffery.
Moreover, foreigners are not allowed to influence/lobby for the creation and implementation of policies. As such, a number of Jeffery’s posts on Facebook gives the impression of being able to get officials in Aklan to pass or revise a number of policies favoring foreign nationals as well as tourists.
Victor Jeffery, who portrays himself on Facebook as being married to a Filipina, has taken on the cause of championing the “rights” a Canadian couple whom he claims were victims of intimidation and forcible eviction. Likewise, the British national has also taken the cause of a lawyer who claims to be the owner of true owner of the place where the Canadians were evicted from.
Jeffery would appear to be some sort of crusader setting the heathens straight, UNTIL you learn about the other side of the story he isn’t telling on Facebook.
Since Jeffery published an account of events which took place at a place called The Cliff on Mt. Luho in Boracay, it is in the public interest to know the other side of this story which he has HIDDEN in attempt to gain sympathy for the Canadian couple and the lawyer claiming to be the owner of The Cliff.
In Jeffery’s account, which was published in the Facebook Group named Boracay Island News where he is an administrator, he states:
Boracay Community.
What’s going on up at Mt Luho?
Angry property disputes have started again at several locations in the Mt Luho area despite many court cases over the past few years.
Can we not handle these matters at local level before they blow into an international incident and bring disrepute and damage to Boracay’s reputation. (Emphasis added.)Surely, due legal process instead of heavily armed security should be the order here. These residents have rights also.
While not directly accusing Ramos of using intimidation, harassment, skirting due legal process, and disregarding rights, Jeffery’s public Facebook post containing bare allegations unfairly portrays Ramos in such a bad light that it could have already damaged her reputation. A sure sign of the bad reputation Jeffery’s Facebook post inflicted upon Ramos were negative comments that could be construed as being directed at Ramos.
Case in point is an exchange between Jeffery and a Facebook account holder named Rosemarie Sen.
Rosemarie Sen
Victor Jeffery
Several people I know who are longtime occupants there hold court documents stating they own their properties Rosemarie. One is a Supreme Court ruling. Apparently, all the invading security guards have are guns – no paperwork.
Surely the ‘rule of law’ should be upheld and provide adequate protection for those who have already had legal rulings on their cases.
Rosemarie Sen
Victor Jeffery Are they still in their houses or they left because of these intimidation, gangster, and thuggery tactics? (Emphasis added.)
It is really mind boggling where Rule Of Law is non existent on these cases!
Jeffery didn’t stop with one Facebook post in Boracay Island News, he made another post on May 11 which he updated a few days later on May 18.
On May 11, Jeffery wrote:
Boracay Community
The Philippine National Police (PNP) has been asked to revoke the permit of a security agency over its role in the alleged illegal takeover of a property at world-famous Boracay Island in Malay town, Aklan province.
Lawyer Lucas C. Licerio urged the PNP Supervisory Office for Security and Investigation Agencies (SOSIA) to terminate or suspend the permit of Safety Protection Yielders Security Agency (SPY) Security Agency over the incident.
Licerio pleaded in a letter dated May 2 to Police Col. Marlou Roy Alzate, SOSIA chief, to act against SPY Security Agency. “The security agency is implementing unlawful orders from its client,” Licerio said.
He said that SPY security guards have taken over armed men and assumed jurisdiction over the Licerio Estates since April 24.
SPY security guards reportedly denied entry to individuals who have private villas inside the Licerio Estates, including foreign nationals from Canada and Russia.
This was the latest incident in a more than a decade-long legal battle over the Licerio Estates.
Licerio, who represented his family as co-heirs, initially sold 700-square meters of the more than one-hectare property to Dolora Khanna in May 2007.
Not long after, Khanna filed an injunction plea against Licerio to vacate the entire property.
The injunction plea that was eventually denied by the court in Kalibo, Aklan led to the discovery that Khanna falsified documents that made it appear that she owned the entire Licerio Estates. She also sold portions of the land that she did not own.
Khanna would later be convicted of estafa through falsification of public documents by a court in Kalibo. She had a warrant of arrest but she reportedly has fled the country.
Licerio said that before Khanna left the country, Khanna tapped Marichi Ramos of Bacolod City to be the attorney-in-fact to manage the Licerio Estates.
Ramos allegedly took over the management of the estate that Khanna does not legally own while claiming she has legal rights over the land.
Police reports said Ramos and German national Charles Schmidt went to the Licerio Estates on the night of April 23 with armed men to physically take over the property.
By April 24, SPY guards came to the Licerio Estates to render duty for the camp of Ramos and Schmidt.
“The SPY guards, therefore, are committing illegal and criminal acts either as principals or accessory in violation of their sworn duty as deputized agents of the PNP to uphold the law,” said Licerio in the letter to Alzate.
Licerio called on SPY Security Agency “to immediately cancel or terminate its contract with Ramos or anybody acting on her behalf involving Licerio Estates.”
A copy of the letter was also furnished Police Brig. Gen. Jack Wanky, Police Regional Office-6 chief.
Again, Jeffery puts out a one sided story where he claims lawyer Licerio alleges that Ramos had illegally taken over his property and it would have been believed by the PNP SOSIA if Ramos hadn’t written to the office to counter Licerio’s allegations.
In her letter to Philippine National Police PRO Region VI Regional Commander, Brigadier General Jack Wanky, Ramos alleges that Licerio, without contributing anything to the construction, forcibly took over the resort using armed men pretending to be police officers, and has been illegally selling and leasing the property ever since. She further claims that Licerio turned over the villas to Canadian nationals who were not authorized to own properties in the Philippines, and that they engaged in human trafficking by operating a brothel.
Ramos also mentions a previous complaint filed against Licerio for the illegal takeover, where the Security and Investigation Services of the Philippine National Police (SOSIA) ruled in her favor. This order, Ramos argues, prohibits Licerio from deploying any security agency at The Cliff Resort without complying with certain requirements.
The letter presents a complex case with multiple allegations of wrongdoing, including:
Illegal takeover: Ramos alleges that Licerio forcibly took over the resort using armed men, violating her property rights.
Fraudulent activities: Ramos claims that Licerio has been illegally selling and leasing the villas, defrauding potential buyers and renters.
Human trafficking: Ramos claims that the Canadian nationals who took over the villas engaged in human trafficking by operating a brothel.
Violation of SOSIA order: Ramos argues that Licerio is violating the previous SOSIA order by deploying another security agency without fulfilling the necessary requirements.
(It’s important to note that these are just allegations made by Ramos. The veracity of these claims requires further investigation and legal proceedings.)",Others
Rowena Guanzon a hypocrite for leaking her decision on Bongbong Marcos disqualification petition,https://www.getrealphilippines.com/2022/01/rowena-guanzon-a-hypocrite-for-leaking-her-decision-on-bongbong-marcos-disqualification-petition/,"Commission on Elections (COMELEC) commissioner Rowena Guanzon should have know better. Leaking her decision on the disqualification petition against administration candidate Bongbong Marcos to the media was wrong because it violates the “sub judice” rule for cases that are still in review. No less than COMELEC spokesperson James Jimenez himself explained in his piece “Sub judice” published in the Business Mirror on April 2018 this rule that Guanzon now violates with impunity…
It is a rule that, in essence, restricts comments and disclosures pertaining to pending judicial proceedings, as a well settled limitation on the freedom of speech. It encompasses not only the participants in the pending case, including the members of the bar and bench, the litigants and witnesses, but also to the public in general—necessarily covering statements made by public officials.
Jimenez goes on to write about what he thinks motivates people to break this rule and why he disagrees with their reasons for doing so…
I understand why people choose to ignore the rule, and why some quarters would rather hear—or read about— battling soundbites. It’s certainly more exciting that way and, on a more practical note, probably provides a comforting buffer against an uncertain (or predictable, depending on how you look at things) outcome. I understand, sure, but I disagree. Despite the adrenalin rush of being in a wild-wild-west environment created by ignoring the sub judice rule, the fact remains that it ultimately does not advance the cause of determining the truth about the issues at hand. Quite the opposite.
Even more interesting is that Guanzon herself is a stickler for this rule and seems to apply it selectively on parties that are, shall we say, associated with political camps that are opposed to those she is evidently loyal to. In 2019, Guanzon invoked the sub judice rule while overseeing the review of petitions filed against former National Youth Commission (NYC) chairman Ronald Cardema whose application for substitution as the first nominee of the Duterte Youth party-list was being protested at the time by the College Editors’ Guild of the Philippines, the National Union of Students of the Philippines, and Youth Act Against Tyranny. Guanzon reportedly warned participants in the review…
“Refrain from giving interviews since he [Cardema] is already sub judice,” Comelec Commissioner Rowena Guanzon said during the first hearing of the case.
The same Inquirer report notes; “A violation of this rule is punishable under Rule 71 of the Rules of Court”, suggesting that Guanzon could be in contempt as it applies to quasi-judicial bodies such as the COMELEC. Nonetheless media organisations allied with the Opposition are only too happy to indulge Guanzon’s impunity with Rapplerette Paterno Esmaquel II getting up close and personal with the “embattled” COMELEC commisioner.
NOW: Rappler’s news editor @paterno_II sits down with feisty Commissioner  @rowena_guanzon to dig deeper into the infighting among Comelec officials and what led her to cast a vote against the candidacy of the ousted dictator’s son.#RapplerTalk: https://t.co/Pib497VMqf
— Rappler (@rapplerdotcom) January 28, 2022
It is clear that rules, as far as Yellowtards see them, magically turn into mere recommendations whenever it suits their dishonest agendas. In this particular case, it is quite evident that Guanzon is acting in desperation — desperation to fulfill her role as the Yellowtard COMELEC commissioner the Opposition are counting on to commandeer her office to the noble mission of preventing another Marcos presidency. And these crooks wonder why Filipinos are so on to them and their dishonest campaign.",Others
Duterte “arrest” in the Philippines possibly non-compliant with Rome Statute Article 59 arrest procedure,https://www.getrealphilippines.com/2025/03/duterte-arrest-in-the-philippines-possibly-non-compliant-with-rome-statute-article-59-arrest-procedure/,"Questions have been raised around the way former Philippine President Rodrigo Duterte was picked up by police at the Ninoy Aquino International Airport (NAIA) in Manila, bundled up, and shoved into a private jet bound for Rotterdam in the Netherlands where he now waits to face the “International Criminal Court” (ICC) in The Hague.
Article 59 of the Rome Statute spells out in Item 4 that “the custodial State shall consider whether, given the gravity of the alleged crimes, there are urgent and exceptional circumstances to justify interim release and whether necessary safeguards exist to ensure that the custodial State can fulfil its duty to surrender the person to the Court.”
Arrest proceedings in the custodial State
1. A State Party which has received a request for provisional arrest or for arrest and surrender shall immediately take steps to arrest the person in question in accordance with its laws and the provisions of Part 9.
2. A person arrested shall be brought promptly before the competent judicial authority in the custodial State which shall determine, in accordance with the law of that State, that:
(a) The warrant applies to that person;
(b) The person has been arrested in accordance with the proper process; and
(c) The person’s rights have been respected.
3. The person arrested shall have the right to apply to the competent authority in the custodial State for interim release pending surrender.
4. In reaching a decision on any such application, the competent authority in the custodial State shall consider whether, given the gravity of the alleged crimes, there are urgent and exceptional circumstances to justify interim release and whether necessary safeguards exist to ensure that the custodial State can fulfil its duty to surrender the person to the Court. It shall not be open to the competent authority of the custodial State to consider whether the warrant of arrest was properly issued in accordance with article 58, paragraph 1 (a) and (b).
5. The Pre-Trial Chamber shall be notified of any request for interim release and shall make recommendations to the competent authority in the custodial State. The competent authority in the custodial State shall give full consideration to such recommendations, including any recommendations on measures to prevent the escape of the person, before rendering its decision.
6. If the person is granted interim release, the Pre-Trial Chamber may request periodic reports on the status of the interim release.
7. Once ordered to be surrendered by the custodial State, the person shall be delivered to the Court as soon as possible.
The “custodial state” in this instance may have been the Philippines although, to be fair, the Philippines withdrew itself from the jurisdiction of the ICC back in 2019 under Duterte’s watch.
Some have speculated that the above procedure may, instead, be performed in the Netherlands which remains a signatory to the Rome Statute and, presumably, is a valid “custodial state” in the context of Article 59 as such. According to a recent news report, “Duterte was taken to a detention center on the Dutch coast ahead of an initial court appearance in The Hague.”
No mention of whether Item 4 of the arrest procedure will be conducted as of this writing.",Others
Only criminals and terrorists benefited from the UP-DND military ban agreement,https://www.getrealphilippines.com/2021/01/only-criminals-and-terrorists-benefited-from-the-up-dnd-military-ban-agreement/,"What makes students of the University of the Philippines so special that they get to study in an exclusive sanctuary against state security forces that no other student bodies in the Philippines enjoy? The fact is, all Filipino students and all jurisdictions that are subject to Philippine law already protected by the Bill of Rights which guarantees freedom of speech and assembly. Why then are the communists and their “woke” comrades in the Philippine Opposition framing this issue as some sort of “assault” on “academic freedom”?
The Communist Party of the Philippines and the honchos of its vassal front groups would like everyone to believe that all Filipino students are beneficiaries of an agreement between UP and the Department of National Defense (DND) that makes UP campuses “safe” from the the military. This is a lie. The only real beneficiaries of this agreement are none other than communist elements. They enjoy a parasitical relationship with the UP student body effectively using them — including most ordinary students who merely want to study in peace — as human shields. This is the true crooked intent of the CPP in the outrage fad they are now drumming up to “protest” the termination of this agreement by the DND.
As a matter of principle, an agreement to ban soldiers from the UP campus is nonsensical — because it is a redundancy. All Filipinos are guaranteed individual rights by the Philippine Constitution against persecution and arbitrary arrest and detention. Why then is an agreement on top of that necessary? Is such an agreement even legal? Imagine the Ayala family signing a similar agreement with the DND to make the Ayala Center a sanctuary from the Philippine Police or Army. Ridiculous, right?
The bottom line here is that UP students are not criminals that need to be fearful of state security forces. The only people defending this ludicrous sanctuary “agreement” between UP and the DND are criminals and terrorists. Usually it is the simplest explanation that is most likely to offer the most sound reasoning. No need to go into lengthy treatises and statements — not to mention obsolete Cold War era slogans — to justify protesting against the termination of a nonsensical agreement.
The communists and their “woke” lackeys in one or the other “activist” group as well as those “reporters” under the employ of Big Corporate Media should stop insulting the intelligence of Filipinos. It’s hight time things are simplified and all these redundant and unnecessary complications that hinder efficient law enforcement and military intelligence gathering be dismantled. Now na!",Others
China Bank-Primark-SM Investments Issue gets Interesting,https://www.getrealphilippines.com/2021/01/china-bank-primark-sm/,,Others
Dick Gordon’s blue ribbon “investigation” into DOH procurement: in “aid of legislation” or in aid of ELECTION CAMPAIGN?,https://www.getrealphilippines.com/2021/09/dick-gordons-blue-ribbon-investigation-into-doh-procurement-in-aid-of-legislation-or-in-aid-of-election-campaign/,"The traditional sins of omission of Senate investigations “in aid of legislation” are on exhibit again this being the an election year. Politics is tough in the Philippines. It’s tough everywhere but it’s tougher here because there is no such thing as a principled stand. It is mostly the business of show as an entertainer once said about showbiz. In his PhilSTAR piece today, Boo Chanco gives space to defend Philippine Red Cross (PRC) CEO and Senator Richard Gordon in his piece “The virus is the enemy”. Gordon had recently been accused by President Rodrigo Duterte of using the PRC as a “milking cow” to fund his political ambitions. This comes as Gordon heads the Senate blue ribbon committee “investigating” the deals of the Department of Health (DOH) related to the purchase of pandemic response facilities.
If, indeed, it was proven that some people made money at the expense of the taxpayers at a time of pandemic, we have enough laws to deal with that.
It is horrible to hear Duterte calling Gordon fat and throwing out innuendoes that damage the reputation of the local Red Cross as an institution.
Gordon merely heads the Red Cross and it cannot be denied that under his watch, the institution has expanded its activities to quickly respond to the needs of our disaster-prone country.
Dick Gordon is probably the only Ateneo alumnus who wanted the Presidency so bad but couldn’t make it. Noynoy Aquino beat him to it in 2010 and all he had to show was his provenance. We all have our biases so we cheer when Gordon roasts a Yellowidiot like in the Dengvaxia hearings and then hate him with a compunction when he turns and trains his guns on the administration. The difference lies in the proof or the evidence presented. In the Dengvaxia fiasco, the dots were all connected. The same with the Janet Lim Napoles “Disbursement Allocation Program” (DAP) scam and the bribery of Senators during the impeachment trial of the late Chief Justice Renato Corona. Of course the disentes didn’t raise a howl because that would be an admission of guilt. But as we came to know about them more, we found that their hypocrisy showed no bounds. They will bend and break the Constitution to suit their needs. All in the name of “good” versus “evil”. The ends always justify the means in their book. It helps also that the propaganda arm comes out swinging with accusations and “analysis.” The Opposition has Rappler for that. Even if there is no factual basis, their “reporting” is de facto “truth” in their minds. Maria Ressa shouldn’t wonder anymore why she’s been hit with libel cases. It really is libel within the definition provided in the Revised Penal Code.
Thing here is the Senators grandstand at our expense. It’s our centavo they’re fucking around with every time they go fishing in aid of reelection or in aid election to higher office. The Commission on Audit (COA) hasn’t released a notice of disallowance for their findings with reference to the DOH audit. Why? Because they still have time to address the issues. That’s the process. It has to be followed because it is in the Audit Manual. Healthcare workers are up in arms over their delayed special risk allowance. Part of the blame is on the COA too. I’m a government consultant at present and I haven’t been paid my professional fees for three months since I started and my engagement is only for six months. Even if I complain, the bureaucracy does not move. Come September 15, it will be four months that I haven’t been paid. It makes me wonder if our Senators are so stupid that they have no idea of how the system works. But that can’t be since they’ve been in government for the longest time. It leads one to ask the question, what’s all the fuss about?
In light of the pandemic, no one has clue about how to go about the campaign for 2022. No mass gatherings unless you can guarantee testing and proof of vaccination. So candidates have this huge headache because there won’t be much of the actual interaction with voters that happens in campaign rallies and sorties. A motorcade is the only option left unless the candidate is willing to learn to ride a motorcycle and do a tour of key cities in the country. The President has apologized to the public for his shortcomings on pandemic response yesterday. He has taken it upon himself to accept responsibility because he is the President. But he did get his licks in against the Senators. We will find out what office Gordon is aiming for by October 8 but he will most likely run for reelection to the Senate but not on the administration ticket that’s for sure.
What we should focus on is how to abolish the Senate and shift to a unicameral parliamentary system instead. The Senate is a waste of money. It makes more sense to have a parliament where the actual government is formed from its ranks. This was the original structure adopted by the Malolos Congress. It was only the Americans who rammed down this stupid bicameral legislature down our throats. It was reestablished in the 1987 Constitution as a control mechanism for the oligarchs and the political elite. The pandemic has exposed structural weaknesses in our political and economic sectors. These need to be addressed to deliver a more effective response to the disruptive nature of the pandemic. We can’t borrow our way to economic recovery. We need foreign capital to jumpstart the economy. Yet the legislature continues to sit on key legislation put forth by the Cabinet’s economic cluster. Under a parliamentary system, the Cabinet ministers are also members of parliament and they can introduce legislation that is more attuned to what the country needs. Under the present system, we’re at the mercy of roughly how many legislators, half of whom, at least, don’t know what their jobs actually are. This is why the 2022 election is crucial for our future and survival. We should elect candidates who present actual platforms with plans of action and not just the old motherhood statements.
The case is being made for Leni Robredo as the best option for 2022. If she’s the best then we’re doomed. She can’t even make a decision on whether she is running or not which highlights her lack of principle. It shows that she does not have the courage to stand by her convictions and make a stand during this crucial period in our history. There is a disconnect between her statements and her actions because she has said that the Philippines cannot afford another six years of a Duterte at the helm and, yet, she can’t make a categorical statement if she is running or not. This is not how a natural-born leader behaves. Yesterday, Erin Tañada tweeted his tweak of the Beatles classic, Let It Be, turning it into “Let Leni Be”. This does not suit Robredo. She is more of The Great Pretender.
If the Opposition can’t come up with an alternative platform and all they can do is put on a show at the Senate then they don’t deserve our vote. We should consider other options but it won’t really amount to much given the shallow talent pool. Even if Leni, Isko and Pac-Man ran together, their collective abilities still won’t amount to the point that it would make a difference.",Others
Are the Yellowtards and communists capable of assassinating Bongbong Marcos?,https://www.getrealphilippines.com/2022/01/are-the-yellowtards-and-communists-capable-of-assassinating-bongbong-marcos/,"News of an assassination plot against administration presidential candidate Bongbong Marcos is making waves. The plot was reportedly uncovered on TikTok. On TikTok. Sounds ridiculous of course but then supporters of Marcos’s rivals in the Opposition aren’t exactly the brightest of the lot. It’s like this most recent video of Leni Robredo doing the “finger heart” gesture like an idiot that went viral on the Net recently. It seems to have been made as part of the same shoot of that  equally-idiotic Hadouken video that came out November last year.
The point is that much as the Yellowtards and communists try to keep their internal operations and conversations under wraps, there will always be the the odd idiot or two among their lot who just has to put something out on social media. As an old pal aptly puts it, KSP is the root of all evil. Another video possibly coming from the same production that, by now, is widely-recognised to have been astoundingly ill-advised somehow making it into social media again could be just the tip of the iceberg. A trove of rotten plans and initiatives — including, perhaps, an assassination plot or two, or three — may lay hidden behind the closed doors of the Yellow and Red camps of the Opposition, just a social media KSP away from being exposed.
An assassination plot is something that is hard to put past the strategists of the Yellowtards and communists. Over the last six to eight months, after all, they have tried everything to sink the BBM juggernaut. From traditional garden-variety demonisation, international demolition jobs, disqualification petitions, and debate baiting, the Yellowtards and communists have tried it. Yet they have so far failed to gain any ground. Marcos remains set to bag this year’s elections and, guess what, only death could stop him now.
Last week’s forming of an alliance between the commies and the Yellowtards is an interesting development. This is effectively the prayerful “good guys” getting in bed with people who are associated with the terrorist New People’s Army. Members of both groups would be hard-pressed to deny that they wish Marcos dead. It is difficult to imagine that, within their chi chi echo chambers, assassination hasn’t been brought up even at least once over the last 12 months.
A Second Marcos presidency is, indeed, unthinkable — if you are a Yellowtard or communist, that is. The loss of face would be inconceivable. Put yourself in the shoes of a bunch of people who’ve only known a world that sees them as the “good guys” and the Marcoses as the bad — no, evil — guys and you could at least begin to understand how so upside down and inside out the world has become for these bozos. So unnerving, perhaps, as to consider that final solution.
Just like how their pals thought the Hadouken and Finger Heart videos where good ideas at the time, assassinating Bongbong Marcos may be a temptingly good idea to them now. Same thinking applied to the same problem — preventing a Marcos return to Malacanang. Filipinos deserve an Opposition that think a bit further ahead than that — not just further ahead but differently. Surely, one might be tempted to think, assassinating Bongbong Marcos is too hideous a thought even for people like the Yellowtards and communists. Then again, look at Leni Robredo’s Hadouken and Finger Heart videos and the question “What were they thinking?” so naturally jumps out. How could they have even thought of coming up with such videos?",Others
"What? No words of sympathy from Sarah Elago, Risa Hontiveros, and Inday Espina Varona on the occasion of their leader Joma Sison’s death??",https://www.getrealphilippines.com/2022/12/what-no-words-of-sympathy-from-sarah-elago-risa-hontiveros-and-inday-espina-varona-on-the-occasion-of-their-leader-joma-sisons-death/,"Crickets… As of this writing, Kabataan Partylist honcho Sarah Elago’s timeline had no sign of any tweet on the subject.
And then there is fellow tulisan Risa Hontiveros. Not a peep from the lovely Senator either.
Speaking of lovely, no word on the touchy subject as well from communist “journalist” (now Rappler honcho) Inday Espina Varona as of press time…
…which is strange considering their comrade Teddy Casino was quick off the mark.
So, what’s up with that? Why the silence? It seems to be the biggest mystery of the week considering the passing of no less than the founder of the Communist Party of the Philippines and its terrorist arm the New People’s Army (CPP-NPA) is the biggest news of the week for the Philippine Opposition. Such a strange lot these people are.",Others
UP officials could be criminally liable for obstructing police investigations or harbouring terrorists,https://www.getrealphilippines.com/2021/01/up-officials-could-be-criminally-liable-for-obstructing-police-investigations-or-harbouring-terrorists/,"Aren’t all Filipinos subject to laws regarding obstruction of police investigations? This means any “accord” that gives special treatment to officials of the University of the Philippines (UP) by giving them power to deny police access to their jurisdiction is unlawful by nature.
Philippine law is quite clear about what constitutes obstruction of justice. Presidential Decree 1829 penalises persons who “knowingly or [wilfully] obstructs, impedes, frustrates or delays the apprehension of suspects and the investigation and prosecution of criminal cases”. This includes “harboring or concealing, or facilitating the escape of, any person he knows, or has reasonable ground to believe or suspect, has committed any offense under existing penal laws in order to prevent his arrest prosecution and conviction”. By command responsibility, UP officials who subscribe to the idea that UP campuses are sanctuaries from the police and military are arguably institutionalising a facility to harbour and even conceal criminal elements and activity.
One could also argue that UP officials are complicit in the misrepresentation of information that is vital to an investigation such as, for example, concealing or disguising the true natures of the “activist” front organisations operating within UP campuses. The idea, that these front organisation such as the League of Filipino Students, the editorial leadership of the Philippine Collegian, and groups like Anakbayan, among others that operate with impunity within UP campuses, are front organisations of the Communist Party of the Philippines (CPP) and, by association, tolerant of and even complicit to the terrorist activities of its terrorist arm, the New People’s Army (NPA) may be debatable. But in being so, that only makes that idea subject to further investigation by state security forces. In supporting a single position on the matter of these communist fronts and standing by measures that aim to impede investigation into that matter (such as the UP-DND “accord”), one can argue that UP officials are in violation of the law which states that “giving of false or fabricated information to mislead or prevent the law enforcement agencies from apprehending the offender” is a crime along with “publishing or disseminating the same to mislead the investigator or to the court”.
Why then should the UP and its officials be given special treatment if there is a crime — or suspected crime — that warrants investigation? Indeed, parents alleging that a crime has been committed within UP campuses — i.e. that their children have been recruited into the NPA — have long been pushing their case. The fact of this matter alone already warrants police presence in UP campuses. The Philippines’ Commission on Human Rights (CHR) itself went on record to clarify that it “does not tolerate armed rebellion and the recruitment of children as combatants”. Allegations that this sort of activity is happening within the jurisdiction of the University of the Philippines therefore must be investigated by the Philippine police. The Armed Forces of the Philippines (AFP) should get involved if the NPA — an enemy of the state — are found to be involved.
It is quite clear that the idea of an “agreement” between the UP and the Department of National Defense effectively making UP campuses a safe haven for communist terrorists to operate with impunity and under disguise is ridiculous and a contravention of equal application of the law to all Filipino citizens and jurisdictions. It’s high time that sense prevail over privilege built upon dishonest claims and “revolutionary” agendas. If UP officials see the junking of “accords” that ban state forces from their campuses as an outrage, it raises the question of why they would tolerate an infestation of communist terrorists in the same.",Others
