title,content,url,category
"Eggs are less likely to crack when dropped on their side, according to science","NEW YORK (AP)  Eggs are less likely to crack when they fall on their side, according to experiments with over 200 eggs. What does this mean for the best way to crack an egg for breakfast? Not much, since a break around the middle is the best way to get the golden yolk and runny whites to ooze out.  But scientists said it could help with hard-boiling eggs in a pot: Dropping eggs in horizontally may be less likely to cause a stray crack that can unleash the eggs insides in a puffy, cloudy mess. Its commonly thought that eggs are strongest at their ends  after all, its how theyre packaged in the carton. The thinking is that the arc-shaped bottom of an egg redirects the force and softens the blow of impact. But when scientists squeezed eggs in both directions during a compression test, they cracked under the same amount of force.  The fun started when we thought we would get one result and then we saw another, said Hudson Borja da Rocha with Massachusetts Institute of Technology, who helped run the experiments.  The researchers also ran simulations and dropped eggs horizontally and vertically from three short heights up to 0.4 inches (10 millimeters).  The egg result? The ones dropped horizontally cracked less .  The common sense is that the egg in the vertical direction is stronger than if you lay the egg down. But they proved thats not the case, said materials scientist Marc Meyers with the University of California, San Diego who was not involved with the new study. 
        
     Scientists found that the eggs equator was more flexible and absorbed more of the energy of the fall before cracking. The findings were published Thursday in the journal Communications Physics. Eggs are also usually nestled top-down into homemade contraptions for egg drop challenges as part of school STEM projects, which partially inspired the new study. Its not yet clear whether the new results will help protect these vulnerable eggs, which are dropped at much loftier heights. Its a bit counterintuitive that the oblong side of an egg could hold up better against a tumble, said study co-author Tal Cohen with Massachusetts Institute of Technology.  Countless broken eggs show the courage to go and challenge these very common, accepted notions, Cohen said. ___ The Associated Press Health and Science Department receives support from the Howard Hughes Medical Institutes Science and Educational Media Group and the Robert Wood Johnson Foundation. The AP is solely responsible for all content.",https://apnews.com/article/how-to-drop-an-egg-without-cracking-it-a5ae1c5d8ff22c7d76be3b8329f448be,science
"How to catch the shooting stars of springs first meteor shower, the Lyrids","When the Lyrid meteor shower reaches its peak, it will be springs first chance to see shooting stars. The Lyrids have surprised skygazers in the past with as many as 100 meteors per hour, but its not predicted to be as active this time around.  During Tuesday mornings peak, expect to see around six meteors per hour, said Thaddeus LaCoursiere, planetarium program coordinator at the Bell Museum in St. Paul, Minnesota.  The waning crescent moon will be 40% full, meaning a decent level of visibility under clear and dark conditions.  Viewing lasts until April 26. Heres what to know about the Lyrids and other meteor showers. As the Earth orbits the sun, several times a year it passes through debris left by passing comets and sometimes asteroids. The source of the Lyrids is debris from the comet Thatcher. When these fast-moving space rocks enter Earths atmosphere, the debris encounters new resistance from the air and becomes very hot, eventually burning up.  Sometimes the surrounding air glows briefly, leaving behind a fiery tail  the end of a shooting star. You dont need special equipment to see the various meteor showers that flash across annually, just a spot away from city lights. The best time to watch a meteor shower is in the early predawn hours when the moon is low in the sky. Competing sources of light  such as a bright moon or artificial glow  are the main obstacles to a clear view of meteors. Cloudless nights when the moon wanes smallest are optimal viewing opportunities.  And keep looking up, not down. Your eyes will be better adapted to spot shooting stars if you arent checking your phone.  
        
     The next major meteor shower, the Eta Aquarids, peaks in early May. ___ The Associated Press Health and Science Department receives support from the Howard Hughes Medical Institutes Science and Educational Media Group. The AP is solely responsible for all content.",https://apnews.com/article/how-to-watch-lyrid-meteor-shower-e6f1992b4827262b55c2670e791dc70a,science
NASAs Lucy spacecraft is speeding toward another close encounter with an asteroid,"CAPE CANAVERAL, Fla. (AP)  NASAs Lucy spacecraft will swoop past a small asteroid this weekend as it makes its way to an even bigger prize: the unexplored swarms of asteroids out near Jupiter. It will be the second asteroid encounter for Lucy, launched in 2021 on a quest that will take it to 11 space rocks. The close approaches should help scientists better understand our early solar system when planets were forming; asteroids are the ancient leftovers. The upcoming flyby is a dress rehearsal for 2027 when Lucy reaches its first so-called Trojan asteroid near Jupiter. Cranking up its three science instruments, the spacecraft on Sunday will observe the harmless asteroid known as Donaldjohanson. The encounter will take place 139 million miles (223 million kilometers) from Earth in the main asteroid belt between Mars and Jupiter, so far away it will take 12 minutes for each bit of data to reach flight controllers in Colorado. The paleontologist for whom the asteroid is named plans to be at spacecraft builder and operator Lockheed Martins Mission Control for all the action. He discovered the fossil Lucy in Ethiopia 50 years ago; the spacecraft is named after the famous human ancestor.  NASAs Lucy will venture as close as 596 miles (960 kilometers) to this asteroid, an estimated 2  miles (4 kilometers) in length but much shorter in width. Scientists should have a better idea of its size and shape following the brief visit. The spacecraft will zoom by at more than 30,000 mph (48,000 kph). 
        
     The asteroid is among countless fragments believed to have resulted from a major collision 150 million years ago. Its not going to be a basic potato. We already know that, said lead scientist Hal Levison of Southwest Research Institute.  Rather, Levison said the asteroid may resemble a bowling pin or even a snowman like Arrokoth, the Kuiper Belt object visited by NASAs New Horizon spacecraft in 2019. The other possibility is that there are two elongated but separate asteroids far apart. We dont know what to expect. Thats what makes this so cool, he said. There will be no communications with Lucy during the flyby as the spacecraft turns its antenna away from Earth in order to track the asteroid. Levison expects to have most of the science data within a day. Lucys next stop  the main event, as Levison calls it  will be the Trojan asteroids that share Jupiters orbit around the sun. Swarms of Trojans precede and follow the solar systems largest planet as it circles the sun. Lucy will visit eight of them from 2027 through 2033, some of them in pairs of two. Lucys first asteroid flyby was in 2023 when it swept past little Dinkinesh, also in the main asteroid belt. The spacecraft discovered a mini moon around it. ___ The Associated Press Health and Science Department receives support from the Howard Hughes Medical Institutes Science and Educational Media Group and the Robert Wood Johnson Foundation. The AP is solely responsible for all content.",https://apnews.com/article/asteroid-nasa-lucy-spacecraft-flyby-0a870c5344a186ecb481cacfebf23456,science
A green comet likely is breaking apart and wont be visible to the naked eye,"NEW YORK (AP)  A newly discovered green comet tracked by telescopes has likely broken apart as it swung by the sun, dashing hopes of a naked-eye spectacle. Comet SWAN, hailing from the Oort Cloud beyond Pluto, has been visible through telescopes and binoculars over the past few weeks with its streaming tail, but experts said it may not have survived its recent trip past the sun and is fading fast. Well soon be left with just a dusty rubble pile, astrophysicist Karl Battams with the U.S. Naval Research Laboratory said in an email.  Comets are balls of frozen gas and dust from billions of years ago. Every so often, a comet passes through the inner solar system.  These are relics from when the solar system first formed, said Jason Ybarra, director of the West Virginia University Planetarium and Observatory. The newest comet was discovered by amateur astronomers, who spied it in photos taken by a camera on a spacecraft operated by NASA and the European Space Agency to study the sun.  The comet wont swing close to Earth like Tsuchinshan-Atlas did last year. Other notable flybys included Neowise in 2020 and Hale-Bopp and Hyakutake in the 1990s. The comet, also designated C/2025 F2, would have been visible just after dark slightly north of where the sun set. Its green color would have been difficult to see with the naked eye. This might have been the objects first ever trip past the sun, making it particularly vulnerable to breaking apart, Battams said. After its flyby, whats left of the comet will disappear into the outer reaches of the solar system, past where scientists think it came from.  
        
     Its going to go so far out that we have no idea if its ever going to return, said Battams. ___ The Associated Press Health and Science Department receives support from the Howard Hughes Medical Institutes Science and Educational Media Group and the Robert Wood Johnson Foundation. The AP is solely responsible for all content.",https://apnews.com/article/green-comet-swan-591463c7f93d21d09ee50ca5ca8c5f26,science
NASAs Lucy spacecraft beams back pictures of an asteroid shaped like a lumpy bowling pin,"CAPE CANAVERAL, Fla. (AP)  NASAs Lucy spacecraft has beamed back pictures from its latest asteroid flyby, revealing a long, lumpy, odd-shaped space rock. The space agency released the images Monday, a day after the close approach. It was considered a dress rehearsal for the more critical asteroid encounters ahead closer to Jupiter. This asteroid is bigger than scientists anticipated, about 5 miles (8 kilometers) long and 2 miles (3.5 kilometers) wide at its widest point  resembling an irregular bowling pin. Its so long that the spacecraft couldnt capture it in its entirety in the initial downloaded images.  Data returned over the next week should help clarify the asteroids shape, according to NASA. Lucy passed within 600 miles (960 kilometers) of the harmless asteroid known as Donaldjohanson on Sunday in the main asteroid belt between Mars and Jupiter. Its named for the paleontologist who discovered the fossil Lucy 50 years ago in Ethiopia. The spacecraft was launched in 2021 to study the unexplored so-called Trojan asteroids out near Jupiter. Eight Trojan flybys are planned through 2033. ___ The Associated Press Health and Science Department receives support from the Howard Hughes Medical Institutes Science and Educational Media Group and the Robert Wood Johnson Foundation. The AP is solely responsible for all content.",https://apnews.com/article/asteroid-nasa-lucy-spacecraft-flyby-31d40cf70c890988015d9b17a5110f9a,science
"Bonobos in Congo form girl groups to fend off male aggression, study says","NEW YORK (AP)  Female bonobos find strength in numbers, teaming up to fend off males in the wild, a new study finds.  Along with chimpanzees, bonobos are among humans closest relatives. Scientists have long wondered why bonobos live in generally female-dominated societies since the males are physically bigger and stronger. This image provided by Martin Surbeck shows bonobos lounging on a fallen tree in the Congo in 2020. (Martin Surbeck/Kokolopori Bonobo Research Project via AP) This image provided by Martin Surbeck shows bonobos lounging on a fallen tree in the Congo in 2020. (Martin Surbeck/Kokolopori Bonobo Research Project via AP) Three decades of observations in Congo  the only place the endangered bonobos are found in the wild  lend support to the idea of a sisterhood where female bonobos band together to assert their power.  These girl groups chased male bonobos out of trees, securing food for themselves, and females that grouped more ranked higher in their communitys social ladder, researchers found.  Its very clear that you dont want to overstep as a male bonobo, said study author Martin Surbeck from Harvard University. Findings were published Thursday in the journal Communications Biology. Female bonobos combined numbers seem to turn the tide against a males physical strength, Surbeck said. Its one of the rare times such a strategy has allowed females to come out on top in the animal kingdom. Spotted hyenas similarly find power in groups. This image provided by Martin Surbeck shows bonobos resting and socializing on a fallen tree in the Congo in 2020. (Martin Surbeck/Kokolopori Bonobo Research Project via AP) This image provided by Martin Surbeck shows bonobos resting and socializing on a fallen tree in the Congo in 2020. (Martin Surbeck/Kokolopori Bonobo Research Project via AP) Female bonobos linked up even when they didnt have close ties, supporting one another against the males and cementing their social standing. The observations show how female bonobos work together to protect themselves from male violence, said biological anthropologist Laura Lewis with the University of California, Berkeley.  
        
     The findings support the idea that humans and our ancestors have likely used coalitions to build and maintain power for millions of years, Lewis, who was not involved with the research, said in an email. ___ The Associated Press Health and Science Department receives support from the Howard Hughes Medical Institutes Science and Educational Media Group and the Robert Wood Johnson Foundation. The AP is solely responsible for all content.",https://apnews.com/article/female-bonobos-congo-901bf579296ee5a3dfbff6f68b1fe91f,science
A carnivorous bone collector caterpillar dresses in the remains of its prey,"NEW YORK (AP)  A new carnivorous caterpillar that wears the remains of its prey has been dubbed the bone collector. The odd insect is only found on the Hawaiian island of Oahu. It creeps along spiderwebs, feeding on trapped insects and decorating its silk case with their body parts. There are other meat-eating caterpillars that do lots of crazy things, but this takes the cake, said study author Dan Rubinoff with the University of Hawaii at Manoa. Scientists think the case might act as camouflage, allowing the caterpillar to feast on the spiders ensnared meals without getting caught. A host of caterpillars native to Hawaii use silk glands to spin protective cases studded with lichen, sand and other materials. This one is the first to use ant heads and fly wings. It really is an astonishing type of case, said Steven Montgomery, an entomology consultant in Hawaii who was not involved with the new study. Findings were published Thursday in the journal Science. Scientists found just 62 of the carnivorous caterpillars in over 20 years of observing. Predatory caterpillars are extremely rare and the bone collectors found in Hawaii will even eat each other, researchers said.  The bone collectors origins date back at least 6 million years, making the caterpillars more ancient than the Hawaiian islands themselves. Today, they dwell on an isolated patch of mountain forest alongside invasive species. 
        
     There is really a concern that we need to do better with conservation, said Rubinoff. ___ The Associated Press Health and Science Department receives support from the Howard Hughes Medical Institutes Science and Educational Media Group and the Robert Wood Johnson Foundation. The AP is solely responsible for all content.",https://apnews.com/article/carnivorous-caterpillar-hawaii-bone-collector-624af97c9a1c65fc3a2eac85cf19b4f6,science
"What makes a Kentucky Derby champion? Big hearts, immense lungs and powerful legs","LOUISVILLE, Ky. (AP)  On a crisp, clear morning, a chestnut thoroughbred thundered down the dirt strip at Churchill Downs, his exercise rider leaning forward above the saddle. Other horse-and-rider pairs followed. Dr. Will Farmer looked down from a viewing point, admiring the speed and agility of the 1,000-pound animals. The whole world will have the chance to see horses in action here Saturday, when the Kentucky Derby shines a global spotlight on equine athleticism. Its the subject of a growing body of research that cites a constellation of characteristics: big hearts, immense lung capacity, robust musculoskeletal systems and long, thin legs  all of which helped horses survive in the wild. Kentucky Derby entrant Citizen Bull works out at Churchill Downs Monday, April 28, 2025, in Louisville, Ky. (AP Photo/Charlie Riedel) Kentucky Derby entrant Citizen Bull works out at Churchill Downs Monday, April 28, 2025, in Louisville, Ky. (AP Photo/Charlie Riedel) It goes back to the roots: They are an animal of prey, said Farmer, a veterinarian and equine medical director at Churchill Downs Inc. Thats how they got away from being eaten. APs Lisa Dwyer reports on what makes horse races such as the Kentucky Derby such a success. Horses honed skills such as running, jumping and pulling as humans bred and trained them for various purposes over millennia. And the 151st Derby  horse racings most-watched event  will draw attention not only to the animals skills, but also to concerns about their treatment and health. Advocates have long raised concerns about deaths and injuries  calls that were amplified two years ago, when 12 horses died at Churchill Downs.  Theres no doubt that war, agriculture and societies have been transformed by the human-horse relationship.  Horses allowed us to circumvent our own biological limitations as a species, said Timothy Winegard, a historian at Colorado Mesa University and author of a recent book, The Horse. We combined our brains with the horses size, strength, stamina and speed to form the most unstoppable animal coalition. A race horse works out at Churchill Downs Wednesday, April 30, 2025, in Louisville, Ky. (AP Photo/Charlie Riedel) A race horse works out at Churchill Downs Wednesday, April 30, 2025, in Louisville, Ky. (AP Photo/Charlie Riedel) A horses heart and lungs are the source of its extraordinary power. The heart averages 10 to 12 pounds (4.5-5.4 kg), or about 1% of the animals body weight, compared with half a percent for the typical human heart. Secretariat, the storied horse that won the Triple Crown in 1973, was found after his death to have a heart weighing more than 20 pounds (9.1 kg). Horse hearts are built for exertion. The average horse can go from a resting heart rate of about 34 beats per minute to 220 or 240 while racing  faster than a human heart during maximum exertion. One thing thats really unique about horses is that they have an incredible capacity to move blood around their bodies -- their heart rate can go really high and still be safe, said University of Connecticut researcher Sarah Reed, editor in chief of the journal Animal Frontiers. They also have a lung capacity of 60 liters  10 times that of humans. That massive lung field allows for oxygen to transfer from the air into their blood, which is vitally important for sustaining aerobic energy, Farmer said. Recent research in the journal Science found that a genetic mutation enables horses to avoid negative side effects of super high energy production. Horses are great athletes because they can deliver a lot of oxygen to their muscles  way more than an elite human can and by elite human, I mean Olympic athlete, said Gianni Castiglione, the studys co-author. They have a bigger tank of gas and they have a more efficient engine  and this mutation is contributing to both of those things. A race horse works out at Churchill Downs Tuesday, April 29, 2025, in Louisville, Ky. (AP Photo/Charlie Riedel) A race horse works out at Churchill Downs Tuesday, April 29, 2025, in Louisville, Ky. (AP Photo/Charlie Riedel) Other aspects of a horses biology enhance its abilities. Horses store extra red blood cells in their spleens. These cells are released to carry even more oxygen around the body during intense exertion. Adrenaline when exercising causes the spleen to release extra red blood cells into circulation, veterinarian Hilary Clayton said. What horses are doing is essentially blood doping themselves. Meanwhile, horses brains allow them to process sensory information and react quickly. Thats despite having frontal lobes, parts of the brain used for thought and planning that are proportionally smaller than those in humans. Brainwise, theyre designed with a real desire to play and run independent of any fear, said Dr. Scott Bailey, a veterinarian at Claiborne Farm in Paris, Kentucky, a thoroughbred breeding farm where Secretariat is buried. Horses are also able to focus intently, which is really important for an athlete. Bone structure and musculature also help. The ligaments and tendons in their hind legs act like springs, Farmer said, helping propel them forward. Like other large prey animals, he added, they have long, thin legs that are meant to run.  The adaptations that make horses faster also predispose them to injury, Reed said. Their skinny legs absorb the impact of each stride, she said, and over time the repetitive stress of racing and training can lead to deformation of tendons and ligaments. In 2023, deaths occurred not only at Churchill Downs, but other major racing venues, affecting public perceptions of the sport and sparking changes. Reviews found no single cause for the deaths. But for 2024, Churchill Downs upgraded equipment used on its dirt surface and added an equine safety and integrity veterinarian.  In its annual report, the Horseracing Integrity and Safety Authority noted the steps being taken to reduce injuries and fatalities  expanded veterinary protocols, pre-race inspections and uniform medication oversight. And, it said, the rate of deaths at authority-accredited tracks dropped in 2024, by 27%.  Kentucky Derby entrant Journalism gets a bath after a workout at Churchill Downs Tuesday, April 29, 2025, in Louisville, Ky. (AP Photo/Charlie Riedel) Kentucky Derby entrant Journalism gets a bath after a workout at Churchill Downs Tuesday, April 29, 2025, in Louisville, Ky. (AP Photo/Charlie Riedel) Experts say a healthy, safe environment brings out the best in a horse  but they still dont know what makes certain horses standouts at the race track. Thats the million-dollar question, Bailey said. Every thoroughbred owner is trying to match the genetics of the parents in order to make the horse with the greatest chance of winning. Breeding is only part of the equation, experts said; nurture, training and the horse-rider relationship also factor in. Each time a horse emerges seemingly out of nowhere to win the Kentucky Derby, Farmer is reminded of this. You dont have to be this star-studded bred horse that cost a million dollars at sale to come and win and be a great runner, he said, raising his voice slightly above the din of galloping hooves. There are a lot of great horses. ___ Larson reported from Washington, D.C.  The Associated Press Health and Science Department receives support from the Howard Hughes Medical Institutes Science and Educational Media Group and the Robert Wood Johnson Foundation. The AP is solely responsible for all content.",https://apnews.com/article/kentucky-derby-horses-thoroughbreds-churchill-downs-d8780c041e7debb59501f56f0a1a403b,science
Ancient DNA confirms New Mexico tribes link to famed Chaco Canyon site,"For the first time, a federally recognized Indigenous tribe in the U.S. has led research using DNA to show their ancestral history.  The Picuris Pueblo, a sovereign nation in New Mexico, has oral histories and cultural traditions that link the tribe to the region of Chaco Canyon, one of the ancient centers of Pueblo culture and society. Weve been telling our stories as long as time immemorial, said Picuris Lt. Gov. Craig Quanchello. But he said those traditions were often overlooked and erased. As members of the Picuris Pueblo seek a greater voice in shaping decisions about the future of Chaco Canyon, where debates about oil and gas drilling loom, leaders including Quanchello decided that using DNA sequencing to complement or corroborate their oral histories could be a useful tool. The group began a collaboration with an international team of geneticists.  The DNA could help us protect our heritage, he said. Now we can say, This is ours, we need to protect it.  The findings, published Thursday in the journal Nature, show close links between the genomes of 13 current members of Picuris and ancient DNA recovered from 16 Picuris individuals who lived between 1300 A.D. and 1500 A.D. in or near Chaco Canyon.  The results show a strong relationship between ancient and present-day Picuris, said co-author Thomaz Pinotti, a geneticist at the University of Copenhagen. 
        
     The genetic analysis was led by the Picuris. The researchers said this model of collaboration contrasts with a long history of archaeologists and geneticists seizing and studying artifacts and remains without the consent of Indigenous groups.  It wasnt an easy decision to begin the collaboration with scientists, said co-author and Picuris Gov. Wayne Yazza. This is life-changing data.  There are 19 Pueblo tribes in New Mexico. The new study does not refute the historic connections of other tribes to Chaco Canyon.  Chaco Culture National Historical Park is a UNESCO World Heritage site managed by the U.S. National Park Service. It is famous for sweeping desert vistas and for monumental sandstone structures  including multistory homes and ceremonial structures  built by ancestral Pueblos.  Its super important that we dont talk about Chaco in the category of lost civilizations, like the Egyptian pyramids or Stonehenge, said Paul Reed, a preservation archaeologist at Archaeology Southwest, who was not involved in the study. That notion is particularly damaging in this instance because it disenfranchises the Pueblo people who live all around the canyon to this day. Brian Vallo, a member of the Acoma Pueblo who leads the Chaco Heritage Tribal Association, said a current concern revolves around drilling and mining permits on federal land adjacent to the park, which also impact the environment within the canyon.  We have these close connections because our ancestors migrated and built these places - they remain central to the preservation of our own Indigenous culture, said Vallo, who was not part of the research.  ___ The Associated Press Health and Science Department receives support from the Howard Hughes Medical Institutes Science and Educational Media Group and the Robert Wood Johnson Foundation. The AP is solely responsible for all content.",https://apnews.com/article/picuris-pueblo-chaco-canyon-dna-a86588a281c70921e0c1920ff7b6b5d7,science
Vultures are among the least loved animals. African conservationists are trying to change that,"CAPE TOWN, South Africa (AP)  Vultures have an image problem. Seen as ugly and associated with death, they are among the least loved animals in the world. But conservationists in Africa are trying to change that. Theyve launched an effort to save endangered vultures by trying to put a dollar figure on their incredible value. A recent report by the BirdLife International conservation organization estimated that vultures are worth $1.8 billion a year to certain ecosystems in southern Africa, which might surprise anyone not familiar with the clean-up, pest control and anti-poaching work performed by one of the most efficient scavengers on the planet. They are not up there on the pretty scale. And they are not popular. But we know they are very useful, said Fadzai Matsvimbo, an extinction prevention coordinator at BirdLife International. The report comes at an important time for Africas vultures; six of the 11 species found on the continent are listed as endangered or critically endangered by the International Union for Conservation of Nature, which says vultures are highly threatened in many parts of the world. In Africa, some species have declined by nearly 90%, Matsvimbo said. Conservationists hope the report will make authorities and the public more aware of the positive impact of vultures. It focused on research in Botswana, Zambia and Zimbabwe and shows how a wake of vultures  the term for a group of feeding vultures  can strip a decomposing carcass in hours, cleaning up ecosystems, reducing the chance of disease spreading and the presence of pests like rats and feral dogs, which has great benefits to communities. 
        
     Vultures also have extremely strong stomach acid, dont get food poisoning and are able to consume and neutralize anthrax, botulism and other bacteria and toxins in carcasses that would kill other animals, removing deadly threats from the environment. Just this week, more than 50 hippos died from suspected anthrax poisoning in a reserve in Congo. Vultures are natures best sanitation services, said Matsvimbo. Conservationists have raised the case of the drastic loss of vultures in India over the last 30 years and how that led to a health crisis. A study published last year said half a million people died in India because of the spread of bacteria and infections in the absence of vultures. Matsvimbo said vultures in Africa are also used as sentinels by game rangers because they are often the first to spot a dead animal and can lead rangers to where poachers might be active. They have even proven useful in helping farmers locate dead or injured livestock. Vultures are unique among land vertebrates in that they only feed on carrion  dead animals. That makes them especially susceptible to poisoning by humans, either intentionally by poachers and others who want to get rid of them, or by mistake when pests are the target. Hundreds of vultures can die from a single poisoned carcass.  Vultures are also regularly killed or maimed in collisions with powerlines in Africa. And they are increasingly being killed for belief-based reasons, said Kerri Wolter, the CEO of the Vulpro vulture rehabilitation center in South Africa, which treats sick and injured vultures to be released back into the wild. She said because vultures have such outstanding eyesight and instincts when it comes to finding a dead animal they are viewed by some as being clairvoyant and able to foresee death. Their body parts, and especially their head, are used in potions or as charms to predict the future. Our work is to change the mindsets of people, Wolter said. For them to see vultures and think, wow that is amazing. Matsvimbo and Wolter both said vultures have been given a raw deal by moviemakers in Hollywood, where they are almost always shown as evil and sinister. Movies have done for vultures what Jaws did for sharks, Wolter said. I love watching The Lion King, but every time they do the vulture part, my heart breaks, said Matsvimbo. Vultures are never portrayed in a positive way. I have a bone to chew with these moviemakers. Or should that be bone to pick? ___ AP Africa news: https://apnews.com/hub/africa",https://apnews.com/article/vulture-conservation-environment-wildlife-africa-d4d01206834873a198c6883bc92936f4,science
